what,kind,bundleId,bundleVersion,description,time
stopped,bundle,com.google.gdt.eclipse.gph.e36,3.4.2.v201310081825-rel-r37,"com.google.gdt.eclipse.gph.e36",1396934536101
stopped,bundle,com.google.gdt.eclipse.gph.hge,3.4.2.v201310081825-rel-r37,"com.google.gdt.eclipse.gph.hge",1396934536102
stopped,bundle,com.google.gdt.eclipse.gph.subclipse,3.4.2.v201310081825-rel-r37,"com.google.gdt.eclipse.gph.subclipse",1396934536103
stopped,bundle,com.google.gdt.eclipse.gph.subversive,3.4.2.v201310081825-rel-r37,"com.google.gdt.eclipse.gph.subversive",1396934536103
stopped,bundle,com.google.gdt.eclipse.suite.ext.e35,3.4.2.v201310081825-rel-r37,"com.google.gdt.eclipse.suite.ext.e35",1396934536104
stopped,bundle,com.google.gdt.eclipse.gph,3.4.2.v201310081825-rel-r37,"com.google.gdt.eclipse.gph",1396934536105
stopped,bundle,com.google.gdt.eclipse.maven,3.4.2.v201310081825-rel-r37,"com.google.gdt.eclipse.maven",1396934536106
stopped,bundle,com.google.gdt.eclipse.suite,3.4.2.v201310081825-rel-r37,"com.google.gdt.eclipse.suite",1396934536106
stopped,bundle,com.google.gdt.eclipse.managedapis,3.4.2.v201310081825-rel-r37,"com.google.gdt.eclipse.managedapis",1396934536106
stopped,bundle,com.google.gdt.eclipse.drive,3.4.2.v201310081825-rel-r37,"com.google.gdt.eclipse.drive",1396934536107
stopped,bundle,com.android.ide.eclipse.ndk,22.3.0.v201310242005-887826,"com.android.ide.eclipse.ndk",1396934536108
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,22.3.0.v201310242005-887826,"overlay.com.android.ide.eclipse.adt.overlay",1396934536108
stopped,bundle,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.adt",1396934536108
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1396934536109
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302125,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1396934536110
stopped,bundle,org.eclipse.cdt,8.0.2.201202111925,"org.eclipse.cdt",1396934536111
stopped,bundle,org.eclipse.cdt.doc.user,5.1.1.201202111925,"org.eclipse.cdt.doc.user",1396934536112
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1396934536112
stopped,bundle,org.eclipse.mylyn.pde.ui,3.9.1.v20130917-0100,"org.eclipse.mylyn.pde.ui",1396934536113
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1396934536114
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20111213-1754,"org.eclipse.pde.ds.ui",1396934536114
stopped,bundle,org.eclipse.scout.sdk.ui,3.7.2.201202140505,"org.eclipse.scout.sdk.ui",1396934536115
stopped,bundle,org.eclipse.scout.sdk,3.7.2.201202140505,"org.eclipse.scout.sdk",1396934536116
stopped,bundle,org.eclipse.scout.nls.sdk,3.7.2.201202140505,"org.eclipse.scout.nls.sdk",1396934536117
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110928-1516,"org.eclipse.pde.runtime",1396934536117
stopped,bundle,org.eclipse.datatools.connectivity.ui.templates,1.0.0.v200906020553,"org.eclipse.datatools.connectivity.ui.templates",1396934536118
stopped,bundle,org.eclipse.datatools.sdk,1.7.0.v200906161850,"org.eclipse.datatools.sdk",1396934536118
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110928-1516,"org.eclipse.pde.ui.templates",1396934536119
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.3.v201201121156,"org.eclipse.datatools.connectivity.oda.template.ui",1396934536120
stopped,bundle,org.eclipse.birt.report.debug.ui,3.7.2.v20120213,"org.eclipse.birt.report.debug.ui",1396934536120
stopped,bundle,org.eclipse.birt.chart.reportitem.ui,3.7.2.v20120213,"org.eclipse.birt.chart.reportitem.ui",1396934536121
stopped,bundle,org.eclipse.birt.report.item.crosstab.ui,3.7.2.v20120213,"org.eclipse.birt.report.item.crosstab.ui",1396934536122
stopped,bundle,org.eclipse.birt.report.designer.ui.ide,3.7.2.v20120213,"org.eclipse.birt.report.designer.ui.ide",1396934536122
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1396934536122
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1396934536123
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages,1.1.0.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages",1396934536124
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui,1.1.1.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui",1396934536125
stopped,bundle,org.eclipse.m2m.atl.cheatsheets,3.2.1.v20110914-0724,"org.eclipse.m2m.atl.cheatsheets",1396934536125
stopped,bundle,org.eclipse.birt.report.designer.ui.editor.script,3.7.2.v20120213,"org.eclipse.birt.report.designer.ui.editor.script",1396934536126
stopped,bundle,org.eclipse.birt.report.designer.ui.editor.xml.wtp,3.7.2.v20120213,"org.eclipse.birt.report.designer.ui.editor.xml.wtp",1396934536127
stopped,bundle,org.eclipse.birt.report.designer.ui.lib.explorer,3.7.2.v20120213,"org.eclipse.birt.report.designer.ui.lib.explorer",1396934536128
stopped,bundle,org.eclipse.birt.report.designer.ui.lib,3.7.2.v20120213,"org.eclipse.birt.report.designer.ui.lib",1396934536129
stopped,bundle,org.eclipse.birt.report.designer.ui.editors.schematic,3.7.2.v20120213,"org.eclipse.birt.report.designer.ui.editors.schematic",1396934536129
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.2.2.v201103292152,"org.eclipse.jst.jsf.facesconfig.ui",1396934536130
stopped,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1396934536131
stopped,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1396934536131
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.100.v201104061711,"org.eclipse.jst.jsf.common.ui",1396934536132
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1396934536133
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1396934536134
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1396934536134
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1396934536134
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1397493651709
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1397493651710
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1397493651711
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1397493651712
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1397493651713
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1397493651714
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1397493651714
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1397493651714
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1397493651717
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1397493651718
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1397493651719
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1397493651719
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1397493651720
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1397493651721
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1397493651722
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1397493651723
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1397493651761
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1397493651763
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1397493651765
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1397493651766
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1397493651768
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1397493651769
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1397493651771
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1397493651773
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1397493651776
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1397493651778
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1397493651780
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1397493651782
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1397493651784
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1397493651785
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1397493651788
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1397493651789
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1397493651790
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1397493651791
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1397493651792
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1397493651793
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1397493651799
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1397493651800
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1397493651800
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1397493651918
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1397493651919
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1397493651924
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1397493651926
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1397493651940
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1397493651941
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1397493651941
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1397493651943
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1397493651944
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1397493651944
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1397493651946
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1397493651946
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1397493651947
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1397493651947
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1397493651977
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1397493651977
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1397493651978
started,bundle,org.eclipse.mylyn.bugzilla.core,3.9.1.v20130917-0100,"org.eclipse.mylyn.bugzilla.core",1397493651979
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.9.1.v20130917-0100,"org.eclipse.mylyn.bugzilla.ui",1397493651980
started,bundle,org.eclipse.mylyn.commons.core,3.9.1.v20130917-0100,"org.eclipse.mylyn.commons.core",1397493651980
started,bundle,org.eclipse.mylyn.commons.net,3.9.1.v20130917-0100,"org.eclipse.mylyn.commons.net",1397493651980
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.1.1.v20130917-0100,"org.eclipse.mylyn.commons.notifications.core",1397493651980
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.1.1.v20130917-0100,"org.eclipse.mylyn.commons.notifications.feed",1397493651981
started,bundle,org.eclipse.mylyn.commons.notifications.ui,1.1.1.v20130917-0100,"org.eclipse.mylyn.commons.notifications.ui",1397493651981
started,bundle,org.eclipse.mylyn.commons.ui,3.9.1.v20130917-0100,"org.eclipse.mylyn.commons.ui",1397493651982
started,bundle,org.eclipse.mylyn.commons.workbench,3.9.1.v20130917-0100,"org.eclipse.mylyn.commons.workbench",1397493651982
started,bundle,org.eclipse.mylyn.context.core,3.9.1.v20130917-0100,"org.eclipse.mylyn.context.core",1397493651982
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.9.1.v20130917-0100,"org.eclipse.mylyn.context.tasks.ui",1397493651983
started,bundle,org.eclipse.mylyn.monitor.ui,3.9.1.v20130917-0100,"org.eclipse.mylyn.monitor.ui",1397493651983
started,bundle,org.eclipse.mylyn.tasks.index.core,3.9.1.v20130917-0100,"org.eclipse.mylyn.tasks.index.core",1397493651984
started,bundle,org.eclipse.mylyn.tasks.ui,3.9.1.v20130917-0100,"org.eclipse.mylyn.tasks.ui",1397493652021
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1397493652022
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1397493652024
started,bundle,com.google.gdt.eclipse.apiclientlib,3.4.2.v201310081825-rel-r37,"com.google.gdt.eclipse.apiclientlib",1397493652024
started,bundle,com.google.gdt.eclipse.core,3.4.2.v201310081825-rel-r37,"com.google.gdt.eclipse.core",1397493652025
started,bundle,com.google.gdt.eclipse.login,3.4.2.v201310081825-rel-r37,"com.google.gdt.eclipse.login",1397493652025
started,bundle,com.google.gdt.eclipse.managedapis,3.4.2.v201310081825-rel-r37,"com.google.gdt.eclipse.managedapis",1397493652025
started,bundle,com.google.gdt.eclipse.suite.ext,3.4.2.v201310081825-rel-r37,"com.google.gdt.eclipse.suite.ext",1397493652026
started,bundle,org.eclipse.mylyn.gerrit.core,2.0.1.v20130917-0100,"org.eclipse.mylyn.gerrit.core",1397493652026
started,bundle,org.eclipse.mylyn.gerrit.ui,2.0.1.v20130917-0100,"org.eclipse.mylyn.gerrit.ui",1397493652026
started,bundle,org.eclipse.mylyn.reviews.core,2.0.1.v20130917-0100,"org.eclipse.mylyn.reviews.core",1397493652027
started,bundle,org.eclipse.mylyn.reviews.ui,2.0.1.v20130917-0100,"org.eclipse.mylyn.reviews.ui",1397493652027
started,bundle,org.eclipse.mylyn.trac.core,3.9.1.v20130917-0100,"org.eclipse.mylyn.trac.core",1397493652028
started,bundle,org.eclipse.mylyn.trac.ui,3.9.1.v20130917-0100,"org.eclipse.mylyn.trac.ui",1397493652028
os,sysinfo,,,"win32",1397493652031
arch,sysinfo,,,"x86_64",1397493652031
ws,sysinfo,,,"win32",1397493652031
locale,sysinfo,,,"en_US",1397493652031
processors,sysinfo,,,"8",1397493652031
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1397493652031
java.runtime.version,sysinfo,,,"1.7.0_25-b16",1397493652031
java.specification.name,sysinfo,,,"Java Platform API Specification",1397493652031
java.specification.vendor,sysinfo,,,"Oracle Corporation",1397493652031
java.specification.version,sysinfo,,,"1.7",1397493652031
java.vendor,sysinfo,,,"Oracle Corporation",1397493652031
java.version,sysinfo,,,"1.7.0_25",1397493652031
java.vm.info,sysinfo,,,"mixed mode",1397493652031
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1397493652031
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1397493652031
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1397493652031
java.vm.specification.version,sysinfo,,,"1.7",1397493652031
java.vm.vendor,sysinfo,,,"Oracle Corporation",1397493652031
java.vm.version,sysinfo,,,"23.25-b01",1397493652031
started,bundle,org.eclipse.mylyn.team.ui,3.9.1.v20130917-0100,"org.eclipse.mylyn.team.ui",1397493652065
started,bundle,org.eclipse.mylyn.builds.ui,1.1.1.v20130917-0100,"org.eclipse.mylyn.builds.ui",1397493652071
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1397493652112
started,bundle,fr.obeo.dsl.common,3.3.0.201211220828,"fr.obeo.dsl.common",1397493652346
started,bundle,fr.obeo.dsl.common.ui,2.6.0.201211220828,"fr.obeo.dsl.common.ui",1397493652349
started,bundle,fr.obeo.oo15oo.oo19oo,2.0.0.201205111415,"fr.obeo.oo15oo.oo19oo",1397493652353
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1397493652389
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1397493652626
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1397493652899
